place_id,data_id,name,rating,review_count,price,type,types,address,phone,website,latitude,longitude,labels,search_neighborhoods
ChIJd1P-OTjIxokRAvUKkwUb2CY,0x89c6c83839fe5377:0x26d81b05930af502,Ho Sai Gai Restaurant,4.3,878.0,$10–20,Chinese restaurant,"Chinese restaurant, Taiwanese restaurant","1000 Race St, Philadelphia, PA 19107",(215) 922-4930,,39.9552227,-75.15605529999999,Chinese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJES72cYXIxokR911D5us7LDs,0x89c6c88571f62e11:0x3b2c3bebe6435df7,Han Dynasty - Old City,4.4,1535.0,$20–30,Chinese restaurant,Chinese restaurant,"110 Chestnut St, Philadelphia, PA 19106",(215) 922-1888,http://www.handynasty.net/oldcity,39.9480692,-75.1430342,Chinese restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, South Philadelphia PA"
ChIJpQjJhizGxokRqolPE6vSP5o,0x89c6c62c86c908a5:0x9a3fd2ab134f89aa,Nom Wah Philadelphia,4.5,1183.0,$20–30,Dim sum restaurant,"Dim sum restaurant, Cantonese restaurant, Chinese restaurant","218 N 13th St, Philadelphia, PA 19107",(267) 519-2889,http://nomwah.com/,39.956603699999995,-75.1607645,Chinese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJ_z8MJIDIxokRJN9aHxDis_M,0x89c6c880240c3fff:0xf3b3e2101f5adf24,Sang Kee Peking Duck House,4.4,2371.0,$20–30,Chinese restaurant,"Chinese restaurant, Barbecue restaurant, Noodle shop","238 N 9th St, Philadelphia, PA 19107",(215) 925-7532,http://www.sangkeechinatown.com/,39.9564399,-75.1542511,Chinese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA"
ChIJ4fZ2HjDGxokREKpzF6JOffA,0x89c6c6301e76f6e1:0xf07d4ea21773aa10,Meet Harbin 遇见哈尔滨,4.4,734.0,$20–30,Chinese restaurant,Chinese restaurant,"1508 Sansom St, Philadelphia, PA 19102",(215) 564-2949,,39.950277,-75.16633,Chinese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJr5geyv7HxokRLfSq70Yb13M,0x89c6c7feca1e98af:0x73d71b46efaaf42d,Feng Hotpot 冯校长老火锅,4.8,656.0,$30–60,Chinese restaurant,"Chinese restaurant, Asian restaurant, Hot pot restaurant","1310 Walnut St, Philadelphia, PA 19107",(267) 575-6033,http://www.fenghotpot.com/,39.9489904,-75.1626553,Chinese restaurants,Center City Philadelphia PA
ChIJY3FPQD_HxokRGy6YllOiCwA,0x89c6c73f404f7163:0xba25396982e1b,Hen Ji Hou Wei Xuan Cheung Fun,4.7,87.0,$1–10,Chinese restaurant,Chinese restaurant,"50 N 10th St, Philadelphia, PA 19107",(267) 888-3233,,39.9532616,-75.1564667,Chinese restaurants,Center City Philadelphia PA
ChIJn1ygGyrGxokRB71Fc7z8PpA,0x89c6c62a1ba05c9f:0x903efcbc7345bd07,EMei 峨嵋,4.5,2232.0,$20–30,Chinese restaurant,"Chinese restaurant, Bar, Dan Dan noodle restaurant, Delivery Chinese restaurant, Dim sum restaurant, Gluten-free restaurant, Takeout Restaurant, Restaurant, Sichuan restaurant, Soup restaurant","915 Arch St, Philadelphia, PA 19107",(215) 627-2500,https://www.emeiphilly.com/,39.9536113,-75.1554159,Chinese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJTf2qV0LHxokRX9ahAD5xu8E,0x89c6c74257aafd4d:0xc1bb713e00a1d65f,Green Garden Restaurant,4.2,78.0,$10–20,Chinese restaurant,"Chinese restaurant, Asian restaurant, Sushi restaurant","237 S 10th St, Philadelphia, PA 19107",(215) 351-1118,http://www.greengardenpa.com/,39.9471977,-75.1575646,Chinese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJDcUx_CrGxokRezFODo3e3dY,0x89c6c62afc31c50d:0xd6ddde8d0e4e317b,Lee How Fook,4.3,327.0,$20–30,Chinese restaurant,"Chinese restaurant, Asian restaurant, Dim sum restaurant, Dumpling restaurant, Lunch restaurant, Takeout Restaurant, Restaurant","219 N 11th St, Philadelphia, PA 19107",(215) 925-7266,https://www.leehowfook-restaurant.com/,39.9562664,-75.157213,Chinese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJ5ZgRKQTHxokRjyCW2J4pCUw,0x89c6c704291198e5:0x4c09299ed896208f,Kungfu Hotpot,4.8,1424.0,$40–50,Chinese restaurant,"Chinese restaurant, Chinese noodle restaurant, Hot pot restaurant, Seafood restaurant","1008 Cherry St 3rd floor, Philadelphia, PA 19107",(215) 606-1899,,39.954462199999995,-75.1565415,Chinese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJv9giPzfGxokRHUsWTjGTLkI,0x89c6c6373f22d8bf:0x422e93314e164b1d,Dim Sum House By Jane G's - Rittenhouse,4.2,953.0,$20–30,Chinese restaurant,"Chinese restaurant, Asian restaurant, Bar, Delivery service, Dim sum restaurant, Takeout Restaurant","1930 Chestnut St, Philadelphia, PA 19103",(215) 563-8800,http://dimsum.house/,39.9518328,-75.1733519,Chinese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJScJql-vHxokR4bMEdjYZrJk,0x89c6c7eb976ac249:0x99ac19367604b3e1,Opera House,4.8,251.0,$20–30,Chinese restaurant,Chinese restaurant,"112 N 9th St, Philadelphia, PA 19107",(267) 639-2376,http://operahousephilly.com/?utm_source=google&utm_medium=search,39.9539123,-75.1547889,Chinese restaurants,Center City Philadelphia PA
ChIJQ3RRZi_GxokRa55i5Tz53OI,0x89c6c62f66517443:0xe2dcf93ce5629e6b,Sampan,4.4,2389.0,$20–80,Pan-Asian restaurant,"Pan-Asian restaurant, Asian fusion restaurant, Asian restaurant, Restaurant","124 S 13th St, Philadelphia, PA 19107",(215) 732-3501,https://www.sampanphilly.com/,39.9495395,-75.16223839999999,"Chinese restaurants, gluten free restaurants",Center City Philadelphia PA
ChIJ7zxjRtrHxokRYaF27VxRSZo,0x89c6c7da46633cef:0x9a49515ced76a161,Kissho House Japanese Cuisine & Omakase,4.8,336.0,$100+,Japanese restaurant,"Japanese restaurant, Modern izakaya restaurant, Sushi restaurant, Yakitori restaurant","1522 Locust St, Philadelphia, PA 19102",(610) 332-7387,https://www.kisshohouse.com/,39.948329,-75.1672612,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJ4SZ8VJ7HxokRv6AdTxasI0o,0x89c6c79e547c26e1:0x4a23ac164f1da0bf,"UNI Japanese Cuisine | Japanese, Hibachi & Ramen Restaurant",4.6,223.0,$20–30,Japanese restaurant,Japanese restaurant,"1900 Pine St, Philadelphia, PA 19103",(215) 986-7719,https://uniphiladelphia.com/,39.946369499999996,-75.1732488,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJwRs6yZfHxokRU2SSRMhxUOU,0x89c6c797c93a1bc1:0xe55071c844926453,Kichi Omakase,4.7,280.0,$100+,Japanese restaurant,Japanese restaurant,"112 S 12th St, Philadelphia, PA 19107",(215) 359-6099,https://instagram.com/kichi_omakase?igshid=YmMyMTA2M2Y=,39.9499108,-75.160455,Japanese restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJ6RHuvabHxokRhIYPdoC7tvs,0x89c6c7a6bdee11e9:0xfbb6bb80760f8684,KIRIN HOUSE,4.7,170.0,$20–30,Japanese restaurant,"Japanese restaurant, Asian restaurant, Bar, Restaurant, Sushi restaurant","251 N Clarion St, Philadelphia, PA 19107",(215) 557-6333,https://www.kirinhousephilly.com/,39.957111399999995,-75.1608802,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJpwHHCzfGxokRioFlwzpC5MQ,0x89c6c6370bc701a7:0xc4e4423ac365818a,Fuji Mountain Japanese Restaurant,4.4,655.0,$30–40,Sushi restaurant,"Sushi restaurant, Asian restaurant, Izakaya restaurant, Karaoke bar, Restaurant, Seafood restaurant, Tonkatsu restaurant, Vegetarian restaurant","2030 Chestnut St, Philadelphia, PA 19103",(215) 751-0939,http://www.fujimt.com/,39.952095,-75.174736,Japanese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJ6X1dkoLIxokRPv9FKJrlGqs,0x89c6c882925d7de9:0xab1ae59a2845ff3e,Morimoto,4.6,2470.0,$100+,Japanese restaurant,"Japanese restaurant, Cocktail bar, Family restaurant, Restaurant, Takeout Restaurant, Seafood restaurant, Sushi restaurant, Sushi takeaway, Wine bar","723 Chestnut St, Philadelphia, PA 19106",(215) 413-9070,https://morimotorestaurant.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,39.949652799999996,-75.153275,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA"
ChIJCbdYjUvHxokRhDWiVwGBZQs,0x89c6c74b8d58b709:0xb65810157a23584,Nakama Japanese Cuisines & Omakase (BYOB),4.8,209.0,$20–30,Japanese restaurant,Japanese restaurant,"45 N 13th St, Philadelphia, PA 19107",(267) 876-7080,https://exploretock.com/nakama-japanese-cuisines--omakase-philadelphia,39.9535978,-75.1609848,Japanese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA"
ChIJEwRSHB_HxokRfUU9XPBYhW4,0x89c6c71f1c520413:0x6e8558f05c3d457d,Chubby Nori | Sushi & Handroll Bar,4.8,707.0,$20–60,Restaurant,"Restaurant, Sushi restaurant, Sushi takeaway","146 N 10th St Fl 2, Philadelphia, PA 19107",(866) 622-8853,https://chubbygroup.com/project/chubby-nori-philly/,39.9550104,-75.1561342,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA"
ChIJaZ9HQJPJxokRRb9EIqdwmJE,0x89c6c99340479f69:0x919870a72244bf45,Umami Steak and Sushi Bar,4.7,345.0,$50–100,Japanese restaurant,"Japanese restaurant, Asian fusion restaurant, Asian restaurant, Fine dining restaurant, Japanese steakhouse, Ramen restaurant, Seafood restaurant, Sushi restaurant, Vegetarian restaurant","Pennsylvania, Philadelphia, Walnut St, US",(267) 534-5395,https://umamisteakandsushi.com/?utm_source=google,39.948112099999996,-75.1537165,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, South Philadelphia PA"
ChIJSfKPXvXHxokRkc4caTFR1Cw,0x89c6c7f55e8ff249:0x2cd45131691cce91,Samurai Japanese Restaurant,4.3,220.0,$20–30,Japanese restaurant,Japanese restaurant,"1420 Locust St, Philadelphia, PA 19102",(215) 279-7283,https://samuraiasianfusion.com/,39.9480384,-75.1658929,Japanese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJ-fWOUjfGxokRhyXawdCfnBg,0x89c6c637528ef5f9:0x189c9fd0c1da2587,Zama,4.5,620.0,$50–100,Japanese restaurant,"Japanese restaurant, Bar, Restaurant, Sushi restaurant","128 S 19th St, Philadelphia, PA 19103",(215) 568-1027,http://www.zamaphilly.com/,39.950924,-75.17236799999999,Japanese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJTemwc0nHxokRo6NcdWhV_Fs,0x89c6c74973b0e94d:0x5bfc5568755ca3a3,QU JAPAN BISTRO & BAR,4.5,429.0,$20–30,Sushi restaurant,"Sushi restaurant, Japanese restaurant, Ramen restaurant","1635 Market St #103, Philadelphia, PA 19103",(267) 362-9999,http://qujapanphl.com/,39.9534436,-75.1682271,Japanese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJr9HqzMnHxokR5SOThufQ_cQ,0x89c6c7c9ccead1af:0xc4fdd0e7869323e5,Shinto Japanese Sushi & Hibachi,4.8,110.0,$20–30,Sushi restaurant,"Sushi restaurant, Asian restaurant, Teppanyaki restaurant","1218 Pine St, Philadelphia, PA 19107",(267) 544-0178,https://shintophiladelphia.com/,39.9450576,-75.1620641,Japanese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA"
ChIJqQlSCSbGxokRxzoomxoe6Q4,0x89c6c626095209a9:0xee91e1a9b283ac7,Kinme,4.7,223.0,$30–70,Japanese restaurant,Japanese restaurant,"1117 Locust St, Philadelphia, PA 19107",(215) 982-1722,https://kinmepa.com/,39.947748399999995,-75.1601866,Japanese restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJ8WFysm3JxokROk0L9fMzvLI,0x89c6c96db27261f1:0xb2bc33f3f50b4d3a,Yanaga Kappo Izakaya,4.6,189.0,$20–60,Japanese restaurant,Japanese restaurant,"637 N 3rd St, Philadelphia, PA 19123",(215) 305-4130,https://www.ykisushi.com/,39.9622062,-75.14292019999999,Japanese restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA"
ChIJPyOSbp7IxokRcBBBXArUYVM,0x89c6c89e6e92233f:0x5361d40a5c411070,Shiso Noodle and Sushi Bar,4.8,176.0,,Japanese restaurant,"Japanese restaurant, Ramen restaurant, Sushi restaurant","604 South St, Philadelphia, PA 19147",(215) 645-9711,https://shisonoodleandsushi.com/?utm_source=google,39.9419068,-75.152643,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, South Philadelphia PA"
ChIJVUndUNPJxokRF-ccjoNlEiw,0x89c6c9d350dd4955:0x2c1265838e1ce717,Ogawa Sushi & Kappo,4.8,184.0,$100+,Authentic Japanese restaurant,"Authentic Japanese restaurant, Sushi restaurant","310 Market St First Floor, Philadelphia, PA 19106",(215) 238-5757,https://www.ogawaphilly.com/,39.9500962,-75.1462398,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA"
ChIJlRh-K4bIxokRziis3VsBU48,0x89c6c8862b7e1895:0x8f53015bddac28ce,Tuna Bar,4.5,495.0,$30–60,Japanese restaurant,"Japanese restaurant, Restaurant","205 Race St, Philadelphia, PA 19106",(215) 238-8862,http://www.tunabar.com/,39.9539367,-75.14343339999999,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA"
ChIJ2XJujZjIxokRlgKGJybI-mg,0x89c6c8988d6e72d9:0x68fac82627860296,Royal Sushi & Izakaya,4.6,1138.0,$100+,Japanese restaurant,"Japanese restaurant, Restaurant, Sushi restaurant","780 S 2nd St, Philadelphia, PA 19147",(267) 909-9002,http://royalizakaya.com/,39.9381073,-75.14656219999999,Japanese restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, South Philadelphia PA"
ChIJvXsrSzrHxokRDUGCALVvpCs,0x89c6c73a4b2b7bbd:0x2ba46fb50082410d,Paprica Grill,4.8,3669.0,$20–30,Turkish restaurant,"Turkish restaurant, Grill, Gyro restaurant, Halal restaurant, Health food restaurant, Lunch restaurant, Mediterranean restaurant, Middle Eastern restaurant, Restaurant","811 Sansom St, Philadelphia, PA 19107",(215) 925-3550,https://papricagrill.com/,39.948979699999995,-75.1545841,halal restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJFfqinzbHxokRiYxzc2zvhu8,0x89c6c7369fa2fa15:0xef86ef6c73738c89,Halal Taste Food Cart,4.7,32.0,$1–10,Halal restaurant,Halal restaurant,"19th St Trolley Station, 1900 Market St, Philadelphia, PA 19103",,,39.953144099999996,-75.1712739,halal restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJe5dLVADHxokR--dNbcq-Bq0,0x89c6c700544b977b:0xad06beca6d4de7fb,Zahid’s Kitchen,4.9,97.0,$10–20,Halal restaurant,"Halal restaurant, Restaurant","1501 Locust St, Philadelphia, PA 19102",(267) 235-0706,https://zahidskitchen.com/,39.9486475,-75.1663489,halal restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJD1RTRAnJxokRQ7nFZza6Acw,0x89c6c9094453540f:0xcc01ba3667c5b943,Cilantro Mediterranean Cuisine,4.8,4568.0,$20–60,Middle Eastern restaurant,"Middle Eastern restaurant, Halal restaurant, Mediterranean restaurant","613 S 4th St, Philadelphia, PA 19147",(267) 761-9609,https://www.cilantromediterraneancuisine.com/,39.941114899999995,-75.1490884,halal restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, South Philadelphia PA"
ChIJFzYbsFnJxokRiL4yY21k998,0x89c6c959b01b3617:0xdff7646d6332be88,Malooga - Old City,4.7,1870.0,$20–30,Middle Eastern restaurant,"Middle Eastern restaurant, Falafel restaurant, Fine dining restaurant, Halal restaurant, Lunch restaurant, Delivery Restaurant, Takeout Restaurant, Soul food restaurant, Yemeni restaurant","134 Chestnut St, Philadelphia, PA 19106",(267) 822-2327,http://maloogacatering.com/,39.9482947,-75.14382359999999,"halal restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, University City Philadelphia PA"
ChIJqcjTjfnGxokRKijFex2fqkI,0x89c6c6f98dd3c8a9:0x42aa9f1d7bc5282a,Kabobeesh,4.1,2665.0,$10–60,Pakistani restaurant,"Pakistani restaurant, Indian restaurant, Middle Eastern restaurant, Vegetarian restaurant","3748 Lancaster Ave, Philadelphia, PA 19104",(215) 222-8081,https://www.kabobeeshphilly.com/,39.9597104,-75.19687499999999,halal restaurants,"Center City Philadelphia PA, University City Philadelphia PA"
ChIJX_F-fiXGxokR9NK9QeNSJOo,0x89c6c6257e7ef15f:0xea2452e341bdd2f4,Sahara Grill,4.5,1065.0,$20–30,Middle Eastern restaurant,"Middle Eastern restaurant, Grill, Lebanese restaurant, Restaurant","1334 Walnut St, Philadelphia, PA 19107",(215) 985-4155,https://www.saharagrillphiladelphia.com/,39.9491649,-75.1636456,halal restaurants,Center City Philadelphia PA
ChIJN1yRHdrJxokRghhJqXub65E,0x89c6c9da1d915c37:0x91eb9b7ba9491882,Pasha's Halal Food,4.7,241.0,$10–20,Halal restaurant,"Halal restaurant, Takeout Restaurant","1652 N 2nd St, Philadelphia, PA 19122",(215) 426-2398,https://www.pashasphilly.com/,39.9760646,-75.13837079999999,halal restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJnSHNwuPHxokRkZe0sFjcUA8,0x89c6c7e3c2cd219d:0xf50dc58b0b49791,Halal Platters & Hot Chicken,4.6,9.0,$10–20,Halal restaurant,Halal restaurant,"4006 Market St, Philadelphia, PA 19104",(215) 921-6443,,39.9569263,-75.20237689999999,halal restaurants,"Center City Philadelphia PA, University City Philadelphia PA"
ChIJS7A5FGbHxokRr9K7yESEmf4,0x89c6c7661439b04b:0xfe998444c8bbd2af,Tent Halal Food,4.8,311.0,$20–30,Halal restaurant,"Halal restaurant, Arab restaurant, Cafe, Falafel restaurant, Middle Eastern restaurant, Moroccan restaurant, Shawarma restaurant, Syrian restaurant","3967 W Ford Rd #87, Philadelphia, PA 19131",(215) 933-0520,https://tenthalalfoodpa.com/,39.9998548,-75.2091392,halal restaurants,"Center City Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJyUDWAvTHxokRX-vbNb0HFo4,0x89c6c7f402d640c9:0x8e1607bd35dbeb5f,ZamZam Halal Food,4.8,41.0,$1–10,Halal restaurant,Halal restaurant,"39 95506824671613 #75.18948326193909, Philadelphia, PA 19104",,,39.955003999999995,-75.1894628,halal restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJn8Wt0F7HxokR9G9CnEheb-M,0x89c6c75ed0adc59f:0xe36f5e489c426ff4,KING GYRO HALAL FOOD,4.8,35.0,$10–20,Restaurant,Restaurant,"17th Market St, Philadelphia, PA 19106",(267) 773-2689,,39.953140999999995,-75.1682951,halal restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA"
ChIJgVZMpETHxokR5JXIqgCw0uo,0x89c6c744a44c5681:0xead2b000aac895e4,Halal taste food cart,4.4,55.0,$1–10,Halal restaurant,Halal restaurant,"33rd &, Market St, Philadelphia, PA 19104",(609) 477-6644,,39.9557301,-75.18956419999999,halal restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJ6eHOoX3JxokR1JdlR8R5I2M,0x89c6c97da1cee1e9:0x632379c4476597d4,Al-Sham Restaurant,4.4,580.0,$10–20,Middle Eastern restaurant,Middle Eastern restaurant,"337 Spring Garden St, Philadelphia, PA 19123",(215) 922-7700,https://www.alshamrestaurant.com/,39.961318999999996,-75.144573,halal restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA"
ChIJ2XGRGQDHxokRICs5UOle2Ns,0x89c6c700199171d9:0xdbd85ee950392b20,It's Eatoo,5.0,15.0,$10–20,Halal restaurant,Halal restaurant,"1400 S 31st St, Philadelphia, PA 19146",(215) 468-2476,,39.9364133,-75.1955775,halal restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA"
ChIJawyxiU3HxokR6Zyi3msUvJQ,0x89c6c74d89b10c6b:0x94bc146bdea29ce9,Uyghur Noodle King,4.7,299.0,$20–30,Halal restaurant,Halal restaurant,"3816 Chestnut St Unit 8, Philadelphia, PA 19104",(215) 883-9555,https://order.toasttab.com/online/uyghur-noodle-king-3616-chestnut-st-unit-8,39.955134799999996,-75.1994835,halal restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJsV15FgDHxokR_NMeNH4Jesk,0x89c6c70016795db1:0xc97a097e341ed3fc,Market Halal Cart,5.0,62.0,$1–10,Halal restaurant,"Halal restaurant, Food court, Middle Eastern restaurant, Pakistani restaurant","2005 Market St Ste 150, Philadelphia, PA 19103",,,39.9539446,-75.1749043,halal restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJZ473C_DGxokRdXVAMa-zkDk,0x89c6c6f00bf78e67:0x3990b3af31407575,Saad's Halal Restaurant,4.5,3987.0,$10–20,Middle Eastern restaurant,"Middle Eastern restaurant, Cheesesteak restaurant, Halal restaurant, Mediterranean restaurant","4500 Walnut St, Philadelphia, PA 19139",(215) 222-7223,https://www.saadhalal.com/,39.9550767,-75.2118899,halal restaurants,"Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJPTSjdADHxokRUGDSp8EgxM0,0x89c6c70074a3343d:0xcdc420c1a7d26050,Zebb's Halal,5.0,3.0,,Halal restaurant,Halal restaurant,"206 Spring Garden St, Philadelphia, PA 19130",,,39.962469999999996,-75.16287899999999,halal restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJ46BMofrGxokRs5EkeYJ5x8s,0x89c6c6faa14ca0e3:0xcbc77982792491b3,Hadramout Restaurant,4.5,765.0,$20–30,Yemeni restaurant,Yemeni restaurant,"136 S 45th St, Philadelphia, PA 19139",(215) 386-0919,,39.9557177,-75.21175459999999,halal restaurants,Center City Philadelphia PA
ChIJG88UXTrGxokRSz3880ZvYM4,0x89c6c63a5d14cf1b:0xce606f46f3fc3d4b,P.S. & Co.,4.3,900.0,$20–30,Gluten-free restaurant,"Gluten-free restaurant, Bakery, Health food store, Vegan restaurant","1706 Locust St, Philadelphia, PA 19103",(215) 985-1706,https://psandco.com/,39.948726,-75.169735,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJzwJLbCbGxokRXunxjgGTg2U,0x89c6c6266c4b02cf:0x658393018ef1e95e,Middle Child,4.7,1196.0,$10–20,Sandwich shop,Sandwich shop,"248 S 11th St, Philadelphia, PA 19107",(267) 930-8344,http://www.middlechildphilly.com/,39.9471698,-75.1594545,gluten free restaurants,"Center City Philadelphia PA, South Philadelphia PA"
ChIJ9dMsT53IxokRU5PGb-IozYc,0x89c6c89d4f2cd3f5:0x87cd28e26fc69353,Talula's Daily,4.6,626.0,$10–20,Restaurant,"Restaurant, American restaurant, Beer garden, Cafe, Coffee shop, Gourmet grocery store, Takeout Restaurant, New American restaurant, Tea house","208 W Washington Square, Philadelphia, PA 19106",(215) 592-6555,https://talulasdaily.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,39.9473444,-75.1534861,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA"
ChIJ63BtXSnGxokRXtkeZMmwNlE,0x89c6c6295d6d70eb:0x5136b0c9641ed95e,Fox & Son Fair Foods,4.5,524.0,$10–20,American restaurant,"American restaurant, Gluten-free restaurant, Hot dog restaurant","1136 Arch St, Philadelphia, PA 19107",(215) 372-7935,http://www.foxandsonphilly.com/,39.953103999999996,-75.158998,gluten free restaurants,Center City Philadelphia PA
ChIJ02clAf_JxokRPB7tRyLuNnY,0x89c6c9ff012567d3:0x7636ee2247ed1e3c,Cry Baby Pasta,4.5,717.0,$20–70,Italian restaurant,"Italian restaurant, Takeout Restaurant","627 S 3rd St, Philadelphia, PA 19147",(267) 534-3076,http://crybabypasta.com/,39.940612699999996,-75.147572,gluten free restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, South Philadelphia PA"
ChIJww__4mrIxokRiwIwVq26cxI,0x89c6c86ae2ff0fc3:0x1273baad5630028b,Suraya Restaurant,4.7,4178.0,$50–100,Lebanese restaurant,"Lebanese restaurant, Restaurant","1528 Frankford Ave, Philadelphia, PA 19125",(215) 302-1900,http://surayaphilly.com/,39.973713499999995,-75.1339284,"Italian restaurants, gluten free restaurants, halal restaurants, restaurants, vegan restaurants, vegetarian restaurants",Fishtown Philadelphia PA
ChIJBy3vHE3JxokRyJFviUaJD3Y,0x89c6c94d1cef2d07:0x760f8946896f91c8,Fabrika,4.9,3934.0,$100+,Restaurant,"Restaurant, Bar, Brunch restaurant, Cabaret club, Event venue, Night club, Dinner theater","1108 Frankford Ave, Philadelphia, PA 19125",(215) 203-0202,https://fabrikaphilly.com/?utm_source=gmb,39.9673097,-75.13454329999999,restaurants,Fishtown Philadelphia PA
ChIJr1RdGS3JxokRSMYKb1l4rUU,0x89c6c92d195d54af:0x45ad78596f0ac648,Elma,4.8,159.0,$90–100,Italian restaurant,Italian restaurant,"431 E Girard Ave, Philadelphia, PA 19125",,https://www.elmaphilly.com/,39.970714099999995,-75.12978489999999,"Italian restaurants, gluten free restaurants, restaurants",Fishtown Philadelphia PA
ChIJxb6hBD_IxokR6p8WNANdVqw,0x89c6c83f04a1bec5:0xac565d0334169fea,Cedar Point Bar & Kitchen,4.5,916.0,$20–30,Gastropub,"Gastropub, American restaurant, Bar, Brunch restaurant, Restaurant","2370 E Norris St, Philadelphia, PA 19125",(215) 423-5400,http://www.cedarpointbarandkitchen.com/,39.9768472,-75.1277333,"gluten free restaurants, restaurants, vegan restaurants, vegetarian restaurants",Fishtown Philadelphia PA
